country,region,year,timestamp,crop_type,temperature,rainfall,humidity,N,P,K,ph,crop_yield
Russia,Central,2013,2013-01-01,Rice,24.53,1510.77,82.18935719499999,80.0,47.0,40.0,6.363803588,3.96
Russia,Northwestern,2011,2011-01-01,Soybeans,2.1,578.13,80.473145665,,,,,1.42
Australia,Victoria,2016,2016-01-01,Sugarcane,22.75,2117.48,80.473145665,,,,,2.574
Canada,Quebec,2023,2023-01-01,Corn,13.66,250.47,80.473145665,,,,,1.737
Argentina,Northwest,2021,2021-01-01,Barley,19.42,1049.71,80.473145665,,,,,2.466
India,Tamil Nadu,1999,1999-01-01,Fruits,24.88,2469.16,80.473145665,,,,,3.186
Brazil,Northeast,2020,2020-01-01,Rice,6.02,2141.14,82.18935719499999,80.0,47.0,40.0,6.363803588,2.502
Russia,Siberian,2012,2012-01-01,Sugarcane,6.63,372.08,80.473145665,,,,,1.296
Argentina,Patagonia,2004,2004-01-01,Vegetables,24.08,1802.41,80.473145665,,,,,1.25
Australia,Western Australia,1996,1996-01-01,Sugarcane,14.84,2765.15,80.473145665,,,,,2.16
Russia,Central,1990,1990-01-01,Coffee,-1.55,2567.68,57.648082825,103.0,29.0,30.0,6.798626238000001,2.52
Russia,Northwestern,2005,2005-01-01,Sugarcane,-1.29,1960.5,80.473145665,,,,,0.7290000000000001
Russia,Northwestern,2021,2021-01-01,Rice,9.91,327.03,82.18935719499999,80.0,47.0,40.0,6.363803588,1.872
France,Grand Est,2006,2006-01-01,Rice,31.83,1656.12,82.18935719499999,80.0,47.0,40.0,6.363803588,2.39
China,North,1994,1994-01-01,Corn,2.12,2168.59,80.473145665,,,,,1.35
Nigeria,South West,2010,2010-01-01,Sugarcane,-1.78,1576.99,80.473145665,,,,,2.24
India,Maharashtra,2011,2011-01-01,Vegetables,-1.82,2356.99,80.473145665,,,,,1.88
Brazil,South,2015,2015-01-01,Cotton,9.52,1170.23,80.01089273,117.0,46.0,19.0,6.8409568125,0.7
Nigeria,North West,2000,2000-01-01,Corn,18.99,355.44,80.473145665,,,,,4.473
Nigeria,North Central,2017,2017-01-01,Rice,1.4,1784.86,82.18935719499999,80.0,47.0,40.0,6.363803588,1.62
Nigeria,South West,2023,2023-01-01,Coffee,-1.74,2059.35,57.648082825,103.0,29.0,30.0,6.798626238000001,0.81
France,Grand Est,2024,2024-01-01,Soybeans,23.92,1356.95,80.473145665,,,,,2.457
Russia,Northwestern,2018,2018-01-01,Corn,7.8,1923.69,80.473145665,,,,,0.963
China,South,2004,2004-01-01,Cotton,4.24,2066.07,80.01089273,117.0,46.0,19.0,6.8409568125,1.584
Nigeria,North Central,1992,1992-01-01,Wheat,0.52,969.88,80.473145665,,,,,2.01
India,Punjab,2004,2004-01-01,Barley,-3.3,564.22,80.473145665,,,,,1.24
USA,Midwest,2016,2016-01-01,Fruits,17.35,2700.83,80.473145665,,,,,1.953
China,Central,2016,2016-01-01,Coffee,13.34,593.98,57.648082825,103.0,29.0,30.0,6.798626238000001,2.6910000000000003
Argentina,Pampas,2017,2017-01-01,Vegetables,32.21,687.02,80.473145665,,,,,0.855
Brazil,South,1997,1997-01-01,Barley,-0.1,564.57,80.473145665,,,,,1.269
USA,Northeast,1995,1995-01-01,Cotton,5.78,2358.39,80.01089273,117.0,46.0,19.0,6.8409568125,1.18
Russia,Siberian,2006,2006-01-01,Cotton,31.72,2179.29,80.01089273,117.0,46.0,19.0,6.8409568125,0.873
Nigeria,North West,2014,2014-01-01,Corn,32.31,881.06,80.473145665,,,,,2.007
Argentina,Northeast,2003,2003-01-01,Fruits,22.32,1238.2,80.473145665,,,,,3.83
Australia,Victoria,1991,1991-01-01,Wheat,24.28,371.93,80.473145665,,,,,2.007
Argentina,Pampas,2023,2023-01-01,Rice,13.19,2256.83,82.18935719499999,80.0,47.0,40.0,6.363803588,3.042
Nigeria,South East,2019,2019-01-01,Soybeans,29.75,1707.86,80.473145665,,,,,2.48
Nigeria,North West,2012,2012-01-01,Sugarcane,18.69,2232.5,80.473145665,,,,,3.564
Canada,British Columbia,2018,2018-01-01,Barley,16.56,1806.69,80.473145665,,,,,4.041
China,South,2017,2017-01-01,Coffee,10.58,2980.95,57.648082825,103.0,29.0,30.0,6.798626238000001,3.93
China,East,2001,2001-01-01,Corn,3.97,2507.34,80.473145665,,,,,0.972
Australia,Western Australia,1994,1994-01-01,Vegetables,25.85,412.32,80.473145665,,,,,2.241
Australia,New South Wales,2011,2011-01-01,Coffee,24.69,1411.56,57.648082825,103.0,29.0,30.0,6.798626238000001,0.94
Nigeria,South West,2012,2012-01-01,Cotton,33.29,1973.49,80.01089273,117.0,46.0,19.0,6.8409568125,3.3480000000000003
Russia,Siberian,2010,2010-01-01,Cotton,20.76,2929.35,80.01089273,117.0,46.0,19.0,6.8409568125,1.323
Nigeria,South West,1993,1993-01-01,Rice,-0.57,2775.29,82.18935719499999,80.0,47.0,40.0,6.363803588,1.827
France,Nouvelle-Aquitaine,2011,2011-01-01,Soybeans,27.59,2933.29,80.473145665,,,,,1.854
India,West Bengal,1996,1996-01-01,Corn,6.08,814.97,80.473145665,,,,,1.8
Russia,Central,2007,2007-01-01,Coffee,19.5,2503.29,57.648082825,103.0,29.0,30.0,6.798626238000001,3.825
India,Punjab,2006,2006-01-01,Fruits,12.9,1789.33,80.473145665,,,,,2.1870000000000003
Nigeria,North Central,2014,2014-01-01,Cotton,16.92,2979.54,80.01089273,117.0,46.0,19.0,6.8409568125,4.21
Russia,Northwestern,1990,1990-01-01,Soybeans,20.71,1569.38,80.473145665,,,,,1.19
USA,South,1995,1995-01-01,Vegetables,15.26,434.9,80.473145665,,,,,3.708
Argentina,Northwest,2021,2021-01-01,Vegetables,32.87,2656.66,80.473145665,,,,,1.737
France,Grand Est,2001,2001-01-01,Vegetables,1.81,1148.55,80.473145665,,,,,2.061
USA,South,1997,1997-01-01,Vegetables,16.65,2307.29,80.473145665,,,,,4.095
Australia,Queensland,2024,2024-01-01,Vegetables,4.22,2296.02,80.473145665,,,,,0.864
Nigeria,South East,2021,2021-01-01,Fruits,9.5,2400.13,80.473145665,,,,,1.58
Canada,Ontario,2015,2015-01-01,Coffee,26.69,638.3,57.648082825,103.0,29.0,30.0,6.798626238000001,1.41
USA,South,1995,1995-01-01,Rice,28.33,2281.18,82.18935719499999,80.0,47.0,40.0,6.363803588,3.25
India,Punjab,2013,2013-01-01,Fruits,-1.82,2348.91,80.473145665,,,,,2.277
Nigeria,North West,1990,1990-01-01,Fruits,25.79,535.37,80.473145665,,,,,1.68
France,Provence-Alpes-Cote d’Azur,2020,2020-01-01,Corn,11.81,1180.73,80.473145665,,,,,3.456
Russia,Siberian,2024,2024-01-01,Vegetables,18.42,200.45,80.473145665,,,,,1.494
Australia,Victoria,2010,2010-01-01,Vegetables,27.03,2793.84,80.473145665,,,,,2.05
France,Nouvelle-Aquitaine,2012,2012-01-01,Vegetables,8.67,1367.93,80.473145665,,,,,1.25
USA,Northeast,1991,1991-01-01,Barley,15.93,2758.27,80.473145665,,,,,1.62
Russia,Siberian,1991,1991-01-01,Corn,-4.64,2040.78,80.473145665,,,,,1.242
Russia,Northwestern,1991,1991-01-01,Sugarcane,31.24,1109.2,80.473145665,,,,,3.276
Canada,Prairies,2002,2002-01-01,Cotton,22.69,1932.64,80.01089273,117.0,46.0,19.0,6.8409568125,1.51
France,Nouvelle-Aquitaine,1998,1998-01-01,Fruits,5.3,1446.93,80.473145665,,,,,2.57
Canada,Quebec,2022,2022-01-01,Coffee,19.03,1492.89,57.648082825,103.0,29.0,30.0,6.798626238000001,2.14
Brazil,Southeast,2004,2004-01-01,Rice,20.65,519.87,82.18935719499999,80.0,47.0,40.0,6.363803588,2.53
Russia,Northwestern,1999,1999-01-01,Corn,15.54,2917.8,80.473145665,,,,,1.737
Nigeria,North West,2008,2008-01-01,Cotton,17.74,2212.72,80.01089273,117.0,46.0,19.0,6.8409568125,4.23
Argentina,Northeast,1998,1998-01-01,Barley,34.25,624.36,80.473145665,,,,,3.231
France,Nouvelle-Aquitaine,2011,2011-01-01,Corn,34.25,2459.85,80.473145665,,,,,2.259
Argentina,Northeast,2022,2022-01-01,Vegetables,28.4,1691.65,80.473145665,,,,,2.37
Russia,Central,2017,2017-01-01,Sugarcane,-0.21,2156.32,80.473145665,,,,,1.39
Canada,British Columbia,2004,2004-01-01,Barley,21.19,341.66,80.473145665,,,,,1.278
China,North,1990,1990-01-01,Rice,3.6,2789.27,82.18935719499999,80.0,47.0,40.0,6.363803588,1.944
USA,Midwest,2021,2021-01-01,Cotton,23.32,1291.86,80.01089273,117.0,46.0,19.0,6.8409568125,2.124
Argentina,Northeast,1993,1993-01-01,Wheat,23.53,2832.1,80.473145665,,,,,1.278
Canada,British Columbia,2004,2004-01-01,Corn,27.09,2274.65,80.473145665,,,,,2.92
China,South,2012,2012-01-01,Vegetables,32.8,2259.84,80.473145665,,,,,0.873
Brazil,Southeast,2003,2003-01-01,Corn,11.51,813.11,80.473145665,,,,,3.2
Canada,Quebec,2010,2010-01-01,Barley,11.49,2562.84,80.473145665,,,,,2.178
Nigeria,South East,1992,1992-01-01,Sugarcane,8.97,882.62,80.473145665,,,,,0.909
India,West Bengal,1995,1995-01-01,Coffee,-3.96,1176.38,57.648082825,103.0,29.0,30.0,6.798626238000001,0.936
China,South,2003,2003-01-01,Fruits,9.64,1448.23,80.473145665,,,,,2.592
Russia,Northwestern,2020,2020-01-01,Sugarcane,13.35,304.64,80.473145665,,,,,3.924
Brazil,North,1995,1995-01-01,Coffee,33.76,1446.6,57.648082825,103.0,29.0,30.0,6.798626238000001,4.0
Brazil,South,2017,2017-01-01,Sugarcane,9.55,2600.49,80.473145665,,,,,1.5
Australia,Western Australia,2011,2011-01-01,Vegetables,32.59,2966.16,80.473145665,,,,,3.33
Russia,Siberian,1993,1993-01-01,Barley,8.88,1926.65,80.473145665,,,,,0.882
Canada,Ontario,2023,2023-01-01,Soybeans,34.4,583.69,80.473145665,,,,,3.384
Nigeria,South West,2011,2011-01-01,Vegetables,32.25,1767.74,80.473145665,,,,,0.92
Canada,Ontario,1999,1999-01-01,Wheat,-1.47,2430.64,80.473145665,,,,,2.457
Russia,Northwestern,2000,2000-01-01,Cotton,17.18,574.4,80.01089273,117.0,46.0,19.0,6.8409568125,1.66
France,Grand Est,1996,1996-01-01,Sugarcane,29.79,2642.22,80.473145665,,,,,2.4480000000000004
Canada,Prairies,2018,2018-01-01,Vegetables,28.54,2732.78,80.473145665,,,,,3.078
France,Ile-de-France,2002,2002-01-01,Corn,1.55,2676.48,80.473145665,,,,,2.259
China,North,1993,1993-01-01,Soybeans,13.46,985.17,80.473145665,,,,,3.57
USA,West,2014,2014-01-01,Cotton,28.92,1802.49,80.01089273,117.0,46.0,19.0,6.8409568125,2.5
India,Punjab,1990,1990-01-01,Vegetables,25.11,2829.62,80.473145665,,,,,0.9
Russia,Northwestern,1997,1997-01-01,Corn,16.13,992.6,80.473145665,,,,,2.7
China,East,2013,2013-01-01,Rice,3.98,297.09,82.18935719499999,80.0,47.0,40.0,6.363803588,0.5760000000000001
USA,West,2021,2021-01-01,Sugarcane,29.15,2326.94,80.473145665,,,,,1.332
China,Central,2022,2022-01-01,Fruits,10.29,1665.74,80.473145665,,,,,4.149
Russia,Volga,1998,1998-01-01,Barley,24.34,941.17,80.473145665,,,,,3.204
Russia,Northwestern,1998,1998-01-01,Soybeans,3.7,1925.45,80.473145665,,,,,2.367
USA,South,1991,1991-01-01,Cotton,3.24,2720.53,80.01089273,117.0,46.0,19.0,6.8409568125,1.2060000000000002
India,Tamil Nadu,2018,2018-01-01,Fruits,16.04,1180.2,80.473145665,,,,,3.5010000000000003
USA,Northeast,1993,1993-01-01,Fruits,4.77,2516.3,80.473145665,,,,,2.03
Brazil,South,2009,2009-01-01,Corn,7.59,2157.28,80.473145665,,,,,1.89
Brazil,Southeast,2024,2024-01-01,Soybeans,31.96,229.81,80.473145665,,,,,2.241
Brazil,South,1996,1996-01-01,Rice,34.76,247.44,82.18935719499999,80.0,47.0,40.0,6.363803588,2.52
USA,South,2010,2010-01-01,Fruits,4.96,1668.11,80.473145665,,,,,2.13
India,Tamil Nadu,2023,2023-01-01,Sugarcane,-0.44,2879.03,80.473145665,,,,,1.43
France,Ile-de-France,2001,2001-01-01,Cotton,19.2,529.26,80.01089273,117.0,46.0,19.0,6.8409568125,2.007
India,Maharashtra,1994,1994-01-01,Fruits,1.36,344.26,80.473145665,,,,,1.7009999999999998
Nigeria,South West,2018,2018-01-01,Barley,12.64,484.8,80.473145665,,,,,2.898
Russia,Central,2022,2022-01-01,Wheat,18.8,1261.62,80.473145665,,,,,4.87
France,Nouvelle-Aquitaine,2021,2021-01-01,Vegetables,23.43,786.27,80.473145665,,,,,1.161
Australia,Victoria,1990,1990-01-01,Cotton,1.6,1340.3,80.01089273,117.0,46.0,19.0,6.8409568125,2.511
Brazil,North,2005,2005-01-01,Coffee,32.03,2188.04,57.648082825,103.0,29.0,30.0,6.798626238000001,0.81
USA,Northeast,2018,2018-01-01,Corn,25.76,1406.84,80.473145665,,,,,1.92
Argentina,Northeast,1999,1999-01-01,Corn,2.42,478.83,80.473145665,,,,,1.404
Russia,Siberian,2014,2014-01-01,Soybeans,-2.88,1768.36,80.473145665,,,,,2.28
Russia,Central,2005,2005-01-01,Sugarcane,8.0,2106.72,80.473145665,,,,,1.314
USA,West,2015,2015-01-01,Coffee,31.41,2303.14,57.648082825,103.0,29.0,30.0,6.798626238000001,2.232
USA,Midwest,2003,2003-01-01,Vegetables,19.68,2796.61,80.473145665,,,,,4.392
Canada,British Columbia,2004,2004-01-01,Vegetables,19.0,2591.75,80.473145665,,,,,3.17
France,Provence-Alpes-Cote d’Azur,2016,2016-01-01,Barley,19.18,721.4,80.473145665,,,,,2.45
Brazil,North,2011,2011-01-01,Barley,3.63,1770.91,80.473145665,,,,,0.94
China,East,1998,1998-01-01,Soybeans,5.84,522.5,80.473145665,,,,,1.4
Brazil,Southeast,2011,2011-01-01,Cotton,9.23,608.86,80.01089273,117.0,46.0,19.0,6.8409568125,2.4480000000000004
Canada,Prairies,2009,2009-01-01,Wheat,-1.97,1580.29,80.473145665,,,,,1.755
USA,Northeast,1997,1997-01-01,Barley,34.75,2272.05,80.473145665,,,,,2.934
Nigeria,North Central,1999,1999-01-01,Vegetables,1.41,2693.57,80.473145665,,,,,1.215
India,Tamil Nadu,2014,2014-01-01,Soybeans,10.21,1182.99,80.473145665,,,,,1.503
Brazil,South,1995,1995-01-01,Corn,17.5,1934.47,80.473145665,,,,,2.763
China,East,2006,2006-01-01,Corn,6.33,1769.14,80.473145665,,,,,1.476
Canada,British Columbia,2012,2012-01-01,Rice,29.79,1508.89,82.18935719499999,80.0,47.0,40.0,6.363803588,2.25
Russia,Central,1990,1990-01-01,Rice,34.78,1103.53,82.18935719499999,80.0,47.0,40.0,6.363803588,1.2
Canada,Quebec,1991,1991-01-01,Soybeans,18.27,1892.77,80.473145665,,,,,2.088
China,South,2020,2020-01-01,Sugarcane,5.01,2397.23,80.473145665,,,,,1.55
Argentina,Northeast,2003,2003-01-01,Barley,14.37,1230.78,80.473145665,,,,,2.745
Russia,Central,2012,2012-01-01,Vegetables,-3.28,443.77,80.473145665,,,,,0.558
Russia,Northwestern,2020,2020-01-01,Cotton,25.39,1201.81,80.01089273,117.0,46.0,19.0,6.8409568125,2.736
Nigeria,North Central,2001,2001-01-01,Corn,11.15,890.49,80.473145665,,,,,3.26
Canada,Ontario,2000,2000-01-01,Wheat,25.2,1376.49,80.473145665,,,,,1.584
China,Central,2010,2010-01-01,Soybeans,25.77,1101.29,80.473145665,,,,,2.98
Argentina,Patagonia,1998,1998-01-01,Sugarcane,-4.35,1300.41,80.473145665,,,,,1.24
India,West Bengal,1997,1997-01-01,Vegetables,1.5,1307.38,80.473145665,,,,,2.76
Argentina,Pampas,2000,2000-01-01,Rice,3.77,317.92,82.18935719499999,80.0,47.0,40.0,6.363803588,2.259
Canada,British Columbia,2019,2019-01-01,Fruits,18.44,2679.22,80.473145665,,,,,3.834
Australia,Western Australia,2023,2023-01-01,Fruits,10.03,1420.33,80.473145665,,,,,3.9
France,Nouvelle-Aquitaine,2001,2001-01-01,Barley,22.95,2732.01,80.473145665,,,,,1.16
Australia,Victoria,1997,1997-01-01,Coffee,8.04,1030.95,57.648082825,103.0,29.0,30.0,6.798626238000001,1.314
India,Punjab,2023,2023-01-01,Coffee,23.28,586.62,57.648082825,103.0,29.0,30.0,6.798626238000001,2.72
Brazil,North,1999,1999-01-01,Coffee,12.54,1233.5,57.648082825,103.0,29.0,30.0,6.798626238000001,2.763
Australia,Victoria,2008,2008-01-01,Soybeans,-0.09,1130.79,80.473145665,,,,,1.31
Brazil,North,2010,2010-01-01,Corn,28.93,2711.06,80.473145665,,,,,1.69
Argentina,Patagonia,2015,2015-01-01,Sugarcane,27.08,2620.81,80.473145665,,,,,3.57
Nigeria,North West,2009,2009-01-01,Barley,29.24,1069.15,80.473145665,,,,,3.27
Canada,British Columbia,2017,2017-01-01,Corn,10.31,2698.13,80.473145665,,,,,2.493
Argentina,Northeast,2022,2022-01-01,Vegetables,10.38,1423.59,80.473145665,,,,,3.56
Brazil,Southeast,1993,1993-01-01,Vegetables,5.09,2783.75,80.473145665,,,,,1.45
Canada,Quebec,1994,1994-01-01,Fruits,27.68,2056.56,80.473145665,,,,,2.484
Australia,Victoria,2021,2021-01-01,Fruits,30.19,2902.26,80.473145665,,,,,2.232
Australia,New South Wales,2005,2005-01-01,Sugarcane,14.58,1367.84,80.473145665,,,,,4.284
Nigeria,North Central,1999,1999-01-01,Soybeans,18.1,1870.7,80.473145665,,,,,2.763
India,Punjab,2003,2003-01-01,Corn,26.8,1727.28,80.473145665,,,,,2.853
USA,Northeast,1996,1996-01-01,Vegetables,32.68,2770.96,80.473145665,,,,,3.54
Argentina,Patagonia,2006,2006-01-01,Fruits,15.06,907.06,80.473145665,,,,,4.32
Canada,Ontario,2011,2011-01-01,Barley,19.55,1033.03,80.473145665,,,,,4.39
Nigeria,North West,2008,2008-01-01,Vegetables,12.86,507.65,80.473145665,,,,,1.368
Canada,Prairies,1998,1998-01-01,Rice,13.08,2957.71,82.18935719499999,80.0,47.0,40.0,6.363803588,2.754
USA,West,2024,2024-01-01,Barley,-2.83,2985.78,80.473145665,,,,,1.43
France,Grand Est,2016,2016-01-01,Soybeans,20.51,2516.31,80.473145665,,,,,3.85
Australia,Victoria,2008,2008-01-01,Barley,14.71,2745.21,80.473145665,,,,,3.61
Nigeria,South West,2010,2010-01-01,Wheat,16.87,260.99,80.473145665,,,,,3.195
Nigeria,North West,1991,1991-01-01,Vegetables,18.41,2998.72,80.473145665,,,,,3.22
Nigeria,North West,2012,2012-01-01,Barley,3.95,1010.65,80.473145665,,,,,0.9
Russia,Northwestern,2018,2018-01-01,Vegetables,0.23,2330.25,80.473145665,,,,,1.647
Australia,New South Wales,2000,2000-01-01,Coffee,-3.24,1513.59,57.648082825,103.0,29.0,30.0,6.798626238000001,0.531
France,Ile-de-France,2018,2018-01-01,Wheat,-3.95,396.69,80.473145665,,,,,1.719
India,Punjab,2016,2016-01-01,Sugarcane,6.07,2159.83,80.473145665,,,,,0.468
Argentina,Pampas,2006,2006-01-01,Rice,3.52,1009.8,82.18935719499999,80.0,47.0,40.0,6.363803588,1.395
Brazil,South,1992,1992-01-01,Coffee,18.8,2912.46,57.648082825,103.0,29.0,30.0,6.798626238000001,2.079
Brazil,Northeast,2023,2023-01-01,Wheat,5.96,976.3,80.473145665,,,,,2.25
Russia,Central,2011,2011-01-01,Soybeans,7.72,1448.96,80.473145665,,,,,0.82
India,West Bengal,1991,1991-01-01,Rice,-1.4,2771.04,82.18935719499999,80.0,47.0,40.0,6.363803588,1.845
Argentina,Northeast,2009,2009-01-01,Cotton,4.01,794.1,80.01089273,117.0,46.0,19.0,6.8409568125,1.692
Nigeria,South East,2005,2005-01-01,Wheat,20.68,2988.23,80.473145665,,,,,1.35
France,Provence-Alpes-Cote d’Azur,1995,1995-01-01,Rice,26.83,2514.87,82.18935719499999,80.0,47.0,40.0,6.363803588,0.94
USA,South,2017,2017-01-01,Cotton,23.58,1292.46,80.01089273,117.0,46.0,19.0,6.8409568125,3.276
Nigeria,North Central,1999,1999-01-01,Soybeans,20.43,2394.99,80.473145665,,,,,2.88
India,Punjab,2019,2019-01-01,Coffee,29.1,1814.37,57.648082825,103.0,29.0,30.0,6.798626238000001,3.006
USA,Northeast,2004,2004-01-01,Barley,10.83,1297.79,80.473145665,,,,,3.708
Brazil,Southeast,2021,2021-01-01,Vegetables,22.33,2060.84,80.473145665,,,,,0.972
Australia,Victoria,2009,2009-01-01,Soybeans,13.95,1098.07,80.473145665,,,,,3.27
Australia,Western Australia,2012,2012-01-01,Cotton,16.11,398.91,80.01089273,117.0,46.0,19.0,6.8409568125,2.052
Argentina,Northwest,1999,1999-01-01,Fruits,11.48,2618.1,80.473145665,,,,,4.3740000000000006
Canada,British Columbia,1997,1997-01-01,Cotton,13.17,2365.06,80.01089273,117.0,46.0,19.0,6.8409568125,2.313
France,Provence-Alpes-Cote d’Azur,2000,2000-01-01,Fruits,27.91,1336.73,80.473145665,,,,,1.431
USA,Northeast,2011,2011-01-01,Barley,10.43,1800.53,80.473145665,,,,,2.75
Nigeria,North Central,2022,2022-01-01,Barley,8.72,2952.33,80.473145665,,,,,1.85
USA,South,2010,2010-01-01,Rice,9.43,1861.13,82.18935719499999,80.0,47.0,40.0,6.363803588,0.83
China,East,2001,2001-01-01,Sugarcane,16.22,2448.7,80.473145665,,,,,4.4910000000000005
Australia,New South Wales,2012,2012-01-01,Corn,11.4,1852.43,80.473145665,,,,,3.23
Argentina,Northwest,2018,2018-01-01,Fruits,22.19,1696.67,80.473145665,,,,,1.782
Russia,Siberian,2023,2023-01-01,Fruits,27.61,2093.53,80.473145665,,,,,1.935
Argentina,Northwest,2015,2015-01-01,Vegetables,22.63,2525.43,80.473145665,,,,,3.22
China,East,2018,2018-01-01,Cotton,26.35,552.45,80.01089273,117.0,46.0,19.0,6.8409568125,2.87
France,Nouvelle-Aquitaine,1998,1998-01-01,Soybeans,29.89,1819.96,80.473145665,,,,,3.77
Nigeria,South West,2016,2016-01-01,Sugarcane,10.45,800.02,80.473145665,,,,,3.933
Argentina,Pampas,1990,1990-01-01,Coffee,27.61,1054.6,57.648082825,103.0,29.0,30.0,6.798626238000001,2.646
China,Central,2008,2008-01-01,Coffee,30.29,2032.25,57.648082825,103.0,29.0,30.0,6.798626238000001,1.107
France,Nouvelle-Aquitaine,2000,2000-01-01,Vegetables,12.85,1856.4,80.473145665,,,,,3.36
Brazil,South,1997,1997-01-01,Coffee,16.82,1417.94,57.648082825,103.0,29.0,30.0,6.798626238000001,3.49
India,Punjab,2013,2013-01-01,Wheat,32.47,354.71,80.473145665,,,,,1.4580000000000002
USA,Midwest,2000,2000-01-01,Corn,10.14,1982.23,80.473145665,,,,,4.89
Brazil,North,2001,2001-01-01,Rice,25.08,2640.72,82.18935719499999,80.0,47.0,40.0,6.363803588,3.12
Nigeria,North West,2012,2012-01-01,Barley,-4.55,755.18,80.473145665,,,,,0.909
China,South,1990,1990-01-01,Sugarcane,34.21,2920.36,80.473145665,,,,,0.93
Australia,Western Australia,1993,1993-01-01,Soybeans,13.12,1076.02,80.473145665,,,,,2.26
Australia,Western Australia,2010,2010-01-01,Vegetables,1.53,971.06,80.473145665,,,,,0.846
Brazil,North,1990,1990-01-01,Cotton,28.96,678.67,80.01089273,117.0,46.0,19.0,6.8409568125,3.339
Brazil,South,1998,1998-01-01,Soybeans,10.45,558.1,80.473145665,,,,,1.872
Brazil,North,2003,2003-01-01,Wheat,24.93,1287.61,80.473145665,,,,,2.42
Nigeria,South West,1990,1990-01-01,Soybeans,18.63,281.45,80.473145665,,,,,4.275
Nigeria,North Central,2021,2021-01-01,Barley,15.69,2015.28,80.473145665,,,,,3.13
Brazil,South,1999,1999-01-01,Cotton,28.82,2360.85,80.01089273,117.0,46.0,19.0,6.8409568125,2.565
France,Nouvelle-Aquitaine,1997,1997-01-01,Vegetables,32.84,2134.31,80.473145665,,,,,2.9
Russia,Northwestern,1999,1999-01-01,Rice,11.49,1918.84,82.18935719499999,80.0,47.0,40.0,6.363803588,1.82
Nigeria,North West,1991,1991-01-01,Sugarcane,16.91,586.58,80.473145665,,,,,2.32
Russia,Siberian,2003,2003-01-01,Coffee,5.91,340.89,57.648082825,103.0,29.0,30.0,6.798626238000001,0.801
Nigeria,South West,2011,2011-01-01,Wheat,-2.9,2454.67,80.473145665,,,,,1.161
Russia,Volga,2015,2015-01-01,Corn,32.53,987.02,80.473145665,,,,,2.4480000000000004
Nigeria,North West,2014,2014-01-01,Rice,15.67,2698.2,82.18935719499999,80.0,47.0,40.0,6.363803588,3.32
Canada,Ontario,2019,2019-01-01,Cotton,16.44,1902.88,80.01089273,117.0,46.0,19.0,6.8409568125,2.106
China,South,2017,2017-01-01,Fruits,21.52,1329.7,80.473145665,,,,,2.91
Canada,British Columbia,2006,2006-01-01,Vegetables,7.29,300.34,80.473145665,,,,,2.574
China,South,2000,2000-01-01,Sugarcane,34.01,366.1,80.473145665,,,,,2.826
Canada,Prairies,2002,2002-01-01,Wheat,3.3,2164.83,80.473145665,,,,,1.63
Brazil,Northeast,2003,2003-01-01,Wheat,9.06,761.18,80.473145665,,,,,1.27
Canada,Quebec,2021,2021-01-01,Vegetables,20.63,2274.36,80.473145665,,,,,2.763
France,Ile-de-France,2011,2011-01-01,Wheat,29.24,929.29,80.473145665,,,,,1.503
Argentina,Northeast,2007,2007-01-01,Sugarcane,16.8,1491.29,80.473145665,,,,,3.42
Australia,New South Wales,1994,1994-01-01,Cotton,6.05,2993.87,80.01089273,117.0,46.0,19.0,6.8409568125,2.385
France,Grand Est,2000,2000-01-01,Cotton,31.02,2147.14,80.01089273,117.0,46.0,19.0,6.8409568125,3.492
Nigeria,North West,2007,2007-01-01,Vegetables,-3.24,2260.54,80.473145665,,,,,2.295
India,Punjab,2018,2018-01-01,Barley,-4.31,2371.19,80.473145665,,,,,2.93
India,Punjab,2001,2001-01-01,Sugarcane,24.57,2863.51,80.473145665,,,,,2.94
China,East,2020,2020-01-01,Corn,21.22,2799.48,80.473145665,,,,,1.845
India,West Bengal,1999,1999-01-01,Wheat,16.57,1359.42,80.473145665,,,,,3.62
Brazil,South,2021,2021-01-01,Soybeans,-2.02,1164.61,80.473145665,,,,,0.81
